"","train.BsmtQual.TA","train.BsmtQual.Gd","train.BsmtQual.Ex","train.TotalBsmtSF","train.BsmtFinSF1","train.BsmtQual.Fa","train.BsmtFinType1.GLQ","train.GarageType.Attchd","train.GarageType.Detchd","train.BsmtFinType1.ALQ","train.SalePrice"
"1",-0.898007626879211,1.17211259527975,-0.300159359646231,0.10842138429423,0.720501800673653,-0.157163861338973,1.58479811447805,0.825151246526476,-0.602885673045202,-0.422603032228994,208500
"2",-0.898007626879211,1.17211259527975,-0.300159359646231,0.130338621158024,0.680660814759933,-0.157163861338973,1.58479811447805,0.825151246526476,-0.602885673045202,-0.422603032228994,223500
"3",1.11280883392594,-0.852572375852293,-0.300159359646231,0.0706594975636257,0.594137817849313,-0.157163861338973,-0.630560328785583,-1.21106381930672,1.65754613984521,2.3646560576086,140000
"4",-0.898007626879211,-0.852572375852293,3.32926756407611,0.314465539809139,0.791158077685589,-0.157163861338973,1.58479811447805,0.825151246526476,-0.602885673045202,-0.422603032228994,307000
"5",1.11280883392594,-0.852572375852293,-0.300159359646231,0.140731769645159,-1.45344229058653,-0.157163861338973,-0.630560328785583,-1.21106381930672,1.65754613984521,-0.422603032228994,129900
"6",1.11280883392594,-0.852572375852293,-0.300159359646231,0.152936012250783,0.740432278706189,-0.157163861338973,1.58479811447805,0.825151246526476,-0.602885673045202,-0.422603032228994,118000
"7",1.11280883392594,-0.852572375852293,-0.300159359646231,0.167606046656022,0.747114347009206,-0.157163861338973,-0.630560328785583,-1.21106381930672,1.65754613984521,-0.422603032228994,129500
"8",1.11280883392594,-0.852572375852293,-0.300159359646231,0.127683844625395,0.725086810335147,-0.157163861338973,-0.630560328785583,-1.21106381930672,1.65754613984521,2.3646560576086,144000
"9",-0.898007626879211,1.17211259527975,-0.300159359646231,0.277715030211547,-1.45344229058653,-0.157163861338973,-0.630560328785583,0.825151246526476,-0.602885673045202,-0.422603032228994,279500
"10",1.11280883392594,-0.852572375852293,-0.300159359646231,0.0997771056409673,-1.45344229058653,-0.157163861338973,-0.630560328785583,-1.21106381930672,1.65754613984521,-0.422603032228994,132000
